4.0,306,1,0,1,1,3.0,1,50,3.0,1520,2300,2788,67,137
5.0,534,1,0,2,1,3.0,1,70,3.0,365,118,469,21,21
2.0,643,0,0,2,0,1.0,0,0,1.0,2,1,18,0,0
4.0,259,1,0,2,1,3.0,1,50,3.0,1520,2300,2788,67,137
4.0,495,0,0,0,0,2.0,0,0,2.0,2,5,13,0,0
5.0,315,0,0,0,0,3.0,0,0,3.0,49,61,193,4,12
5.0,364,0,0,0,0,4.0,0,0,4.0,8,4,22,1,0
4.0,154,0,0,0,0,4.0,0,0,4.0,0,0,2,0,0
1.0,1143,0,0,0,0,1.0,0,0,1.0,0,0,7,0,0
1.0,1048,0,0,1,0,2.0,0,0,2.0,3,1,21,2,2
5.0,326,0,0,0,0,3.0,0,0,3.0,25,19,95,2,0
2.0,307,0,0,0,0,2.0,0,0,2.0,0,0,0,0,0
5.0,419,0,0,0,0,3.0,0,0,3.0,4,2,31,2,1
3.0,706,0,0,0,0,3.0,0,0,3.0,9,5,33,2,5
4.0,343,1,1,1,1,4.0,1,20,4.0,23,10,55,1,8
3.0,463,0,0,1,1,3.0,1,30,3.0,83,69,210,6,25
1.0,1141,0,0,1,0,3.0,0,0,3.0,9,15,51,1,2
1.0,563,0,0,0,0,1.0,0,0,1.0,0,0,1,0,0
4.0,370,0,0,0,0,2.0,0,0,2.0,1,1,4,0,0
4.0,931,0,0,0,0,4.0,0,0,4.0,0,0,3,0,0
2.0,280,1,1,1,0,3.0,1,10,3.0,7,4,22,2,5
5.0,626,7,3,7,0,3.0,0,0,3.0,2312,1686,2785,40,760
5.0,57,0,0,0,0,4.0,0,0,4.0,0,1,0,1,1
5.0,1038,0,0,5,0,4.0,0,0,4.0,4,7,64,1,0
4.0,401,0,0,1,0,3.0,0,0,3.0,4,2,31,2,1
5.0,1203,1,0,2,0,3.0,0,0,3.0,8,12,38,1,2
5.0,217,0,0,0,0,2.0,0,0,2.0,4,13,32,0,2
5.0,378,1,0,2,0,3.0,0,0,3.0,2,1,9,0,0
5.0,19,0,0,0,0,2.0,0,0,2.0,0,0,1,0,0
4.0,142,0,0,0,0,3.0,0,0,3.0,1,3,8,0,0
4.0,435,0,0,0,0,4.0,0,0,4.0,0,0,1,2,0
4.0,948,2,2,2,0,3.0,1,60,3.0,1511,1625,1626,53,95
4.0,1596,1,1,0,0,3.0,0,0,3.0,78,159,200,3,23
5.0,124,0,0,0,0,4.0,0,0,4.0,5,0,15,0,1
4.0,898,1,0,0,0,3.0,0,0,3.0,20,21,78,3,9
4.0,381,0,0,0,0,4.0,0,0,4.0,8,5,27,2,6
3.0,405,0,0,0,0,3.0,1,30,3.0,104,75,246,10,14
3.0,207,0,0,0,0,3.0,0,0,3.0,1,0,6,0,0
5.0,3848,0,0,0,1,3.0,1,40,3.0,118,143,366,7,22
5.0,268,0,0,0,0,4.0,0,0,4.0,0,3,3,0,0
2.0,202,0,0,0,0,2.0,0,0,2.0,8,29,59,0,0
5.0,662,0,0,0,0,5.0,0,0,5.0,0,0,0,0,0
5.0,507,0,0,0,0,5.0,0,0,5.0,0,0,5,0,5
1.0,340,0,0,1,0,3.0,0,0,3.0,6,6,20,1,1
1.0,260,0,0,0,0,1.0,0,0,1.0,0,0,0,0,1
3.0,1338,0,0,0,0,3.0,0,0,3.0,0,1,1,0,0
1.0,729,0,0,0,0,3.0,0,0,3.0,1,9,10,0,0
4.0,679,0,0,0,0,3.0,0,0,3.0,27,31,94,3,32
1.0,366,0,0,0,0,3.0,0,0,3.0,1,0,2,0,1
4.0,377,0,0,0,1,3.0,1,60,3.0,267,138,827,14,23
4.0,154,0,0,0,1,3.0,1,50,3.0,187,186,395,14,59
4.0,325,0,0,1,1,3.0,1,50,3.0,187,186,395,14,59
4.0,838,0,0,0,0,4.0,0,0,4.0,2,2,2,0,1
1.0,205,0,0,1,0,4.0,0,0,4.0,0,0,4,0,0
4.0,526,0,0,0,0,4.0,0,0,4.0,2,0,3,0,0
3.0,1839,3,1,2,1,3.0,1,70,3.0,1225,1170,2019,50,73
3.0,563,0,1,1,0,3.0,0,0,3.0,9,15,28,1,4
2.0,3848,4,1,12,1,3.0,1,50,3.0,2834,2172,5101,214,1218
2.0,7,0,0,0,0,3.0,0,0,3.0,45,45,49,0,1
4.0,88,1,0,0,1,4.0,1,30,4.0,207,162,574,10,26
4.0,960,0,0,0,0,3.0,0,0,3.0,1,2,26,0,0
5.0,142,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0
2.0,194,0,0,2,1,3.0,1,70,3.0,1225,1170,2019,50,73
4.0,1392,0,0,0,0,4.0,0,0,4.0,6,15,16,1,2
3.0,276,0,0,0,1,3.0,1,40,3.0,826,588,1260,14,204
5.0,21,0,0,0,0,5.0,0,0,5.0,0,0,1,0,0
5.0,263,0,0,0,0,4.0,0,0,4.0,23,3,37,1,59
2.0,3507,0,0,0,1,3.0,1,40,3.0,118,143,366,7,22
